Name,Reference,Count,Subitems names,Status,Segment,Location,Description
"Kaffeetasse, 12er Set",W3X799,14,"Kaffeetasse, 12er Set, 1, Kaffeetasse, 12er Set, 2, Kaffeetasse, 12er Set, 3, Kaffeetasse, 12er Set, 4, Kaffeetasse, 12er Set, 5, Kaffeetasse, 12er Set, 6, Kaffeetasse, 12er Set, 7, Kaffeetasse, 12er Set, 8, Kaffeetasse, 12er Set, 9, Kaffeetasse, 12er Set, 10, Kaffeetasse, 12er Set, 11, Kaffeetasse, 12er Set, 12, Kaffeetasse, 12er Set, 13, Kaffeetasse, 12er Set, 14",ready,artikel,SLT Rental - Krefeld,"Kaffeetasse weiß aus Porzelan inkl. Untertasse<br/>
Fassungsvermögen: ca. 200 ml<br/>
Durchmesser Untertasse: 16 cm<br/>
Die Tassen müssen gereinigt zurück gegeben werden. <br/>
Reinigungspauschale: 2,50€/Set"
HDMI Glasfaser Kabel 35m,HLQOB5,10,"HDMI Glasfaser Kabel 35m 1, HDMI Glasfaser Kabel 35m 2, HDMI Glasfaser Kabel 35m 3, HDMI Glasfaser Kabel 35m 4, HDMI Glasfaser Kabel 35m 5, HDMI Glasfaser Kabel 35m 6, HDMI Glasfaser Kabel 35m 7, HDMI Glasfaser Kabel 35m 8, HDMI Glasfaser Kabel 35m 9, HDMI Glasfaser Kabel 35m 10",ready,artikel,SLT Rental - Krefeld,"Marke / Hersteller: Kramer<br/>
Kabellänge: 35 m"
"Krause Rollgerüst 3,3 m (2x1,2m)",FSQFEL,1,Krause ProTec XXL,ready,artikel,SLT Rental - Krefeld,"
KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 1,20 m:<br />
Arbeitshöhe: 33 m<br />
Gerüsthöhe: 2,3 m<br />
Standhöhe: 1,3 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />"
"Rollgerüst Breitaufbau, 4,4 m",B9WD7T,1,"Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Belagbühne 2,00 m, Krause Bordbrettset 150cm Breite",ready,artikel,SLT Rental - Krefeld,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 1,50 m:<br />
Arbeitshöhe: 4,4 m<br />
Gerüsthöhe: 3,5 m<br />
Standhöhe: 2,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von über 3,00 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
"Rollgerüst Breitaufbau, 5,4 m",R5PHJN,1,"Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Bordbrettset 150cm Breite",ready,artikel,SLT Rental - Krefeld,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 1,50 m:<br />
Arbeitshöhe: 5,4 m<br />
Gerüsthöhe: 4,5 m<br />
Standhöhe: 3,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von über 3,00 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
"Rollgerüst Breitaufbau, 6,4 m",BNHOAY,1,"Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Bordbrettset 150cm Breite",ready,artikel,SLT Rental - Krefeld,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 1,50 m:<br />
Arbeitshöhe: 6,4 m<br />
Gerüsthöhe: 5,5 m<br />
Standhöhe: 4,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von über 3,00 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
"Rollgerüst, 4,4 m",NP1PGC,1,"Krause Vertikalrahmen 1,00 x 0,75 m, Krause Vertikalrahmen 1,00 x 0,75 m, Krause Bordbrettset 75cm Breite, BN Krause Diagonale Feldlänge 2,00 m, BN Krause Diagonale Feldlänge 2,00 m, Krause Fahrbase 75, Krause GuardMatic-System | Feldlänge 2,00 m, Krause GuardMatic-System | Feldlänge 2,00 m",ready,artikel,SLT Rental - Bonn,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 0,75 m:<br />
Arbeitshöhe: 4,4 m<br />
Gerüsthöhe: 3,5 m<br />
Standhöhe: 2,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von 1,5 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
"Rollgerüst, 5,4 m",ILQNCT,1,"Krause Auslegerstütze, Krause Auslegerstütze, Krause Vertikalrahmen 1,00 x 0,75 m, Krause Vertikalrahmen 1,00 x 0,75 m, BN Krause Diagonale Feldlänge 2,00 m, BN Krause Diagonale Feldlänge 2,00 m",ready,artikel,SLT Rental - Bonn,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 0,75 m:<br />
Arbeitshöhe: 6,4 m<br />
Gerüsthöhe: 5,5 m<br />
Standhöhe: 4,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von 1,5 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
"Rollgerüst, 6,4 m",XAC9I4,1,"Krause Auslegerstütze, Krause Auslegerstütze, Krause Vertikalrahmen 1,00 x 0,75 m, Krause Vertikalrahmen 1,00 x 0,75 m, Krause Fahrbase 75, Krause Bordbrettset 75cm Breite, BN Krause Diagonale Feldlänge 2,00 m, BN Krause Diagonale Feldlänge 2,00 m",ready,artikel,SLT Rental - Bonn,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 0,75 m:<br />
Arbeitshöhe: 6,4 m<br />
Gerüsthöhe: 5,5 m<br />
Standhöhe: 4,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von 1,5 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
"Rollgerüst, 7,4 m",LYF6UT,1,"Krause Auslegerstütze, Krause Auslegerstütze, Krause Vertikalrahmen 1,00 x 0,75 m, Krause Vertikalrahmen 1,00 x 0,75 m, Krause Fahrbase 75, Krause Bordbrettset 75cm Breite, BN Krause Diagonale Feldlänge 2,00 m, BN Krause Diagonale Feldlänge 2,00 m",ready,artikel,SLT Rental - Bonn,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 0,75 m:<br />
Arbeitshöhe: 6,4 m<br />
Gerüsthöhe: 5,5 m<br />
Standhöhe: 4,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von 1,5 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
"Rollgerüst Breitaufbau, 7,4 m",IYWH71,1,"Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Bordbrettset 150cm Breite",ready,artikel,SLT Rental - Krefeld,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 1,50 m:<br />
Arbeitshöhe: 7,4 m<br />
Gerüsthöhe: 6,5 m<br />
Standhöhe: 5,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von über 3,00 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
"Rollgerüst 8,4 m",KZJ688,1,"Krause Fahrbase 75, Krause Vertikalrahmen 1,00 x 0,75 m, Krause Vertikalrahmen 1,00 x 0,75 m, BN Krause Diagonale Feldlänge 2,00 m, BN Krause Diagonale Feldlänge 2,00 m, Krause GuardMatic-System | Feldlänge 2,00 m, Krause GuardMatic-System | Feldlänge 2,00 m, Krause GuardMatic-System | Feldlänge 2,00 m, Krause GuardMatic-System | Feldlänge 2,00 m, Krause GuardMatic-System | Feldlänge 2,00 m, Krause GuardMatic-System | Feldlänge 2,00 m, BN Krause Auslegerstütze, BN Krause Auslegerstütze",ready,artikel,SLT Rental - Bonn,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 0,75 m:<br />
Arbeitshöhe: 8,4 m<br />
Gerüsthöhe: 7,5 m<br />
Standhöhe: 6,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />

    TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
    Durch die Befestigung des Geländerrahmens GuardMatic-System vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
    Die Integration der Diagonalen in das GuardMatic-System gewährleistet eine einfache und sichere Montage. Für Transport oder Lagerung kann der Geländerrahmen platzsparend zusammengefaltet werden.<br />
    Die 6-Punkt-Fixierung des GuardMatic-Systems sorgt für maximale Stabilität in der Höhe. Das einzigartige selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
    Die innovative Form der Diagonalen bietet eine maximale Nutzfläche auf der Belagbühne und stört in keiner Weise.<br />
    Höhenverstellbare Fahrrollen (Ø 150 mm) gewährleisten durch das integrierte Spindelgewinde auch den Einsatz auf unebenem Gelände (stufenloser Verstellbereich: 220 - 335 mm).<br />
    Die Standfläche von über 1,5 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material.<br />
    Feldlängen: 2,00 m<br />
    Gerüstfeldbreite: 0,75 m<br />
    Material: Aluminium (die Traverse besteht aus Stahl)"
"Rollgerüst 9,4 m",GTQBCT,1,"Krause Auslegerstütze, Krause Auslegerstütze, Krause Bordbrettset 75cm Breite, Krause Fahrbase 75, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 0,75 m, Krause Vertikalrahmen 1,00 x 0,75 m, Krause Vertikalrahmen 1,00 x 0,75 m, Krause Vertikalrahmen 1,00 x 0,75 m",ready,artikel,SLT Rental - Bonn,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 0,75 m:<br />
Arbeitshöhe: 8,4 m<br />
Gerüsthöhe: 7,5 m<br />
Standhöhe: 6,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />

    TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
    Durch die Befestigung des Geländerrahmens GuardMatic-System vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
    Die Integration der Diagonalen in das GuardMatic-System gewährleistet eine einfache und sichere Montage. Für Transport oder Lagerung kann der Geländerrahmen platzsparend zusammengefaltet werden.<br />
    Die 6-Punkt-Fixierung des GuardMatic-Systems sorgt für maximale Stabilität in der Höhe. Das einzigartige selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
    Die innovative Form der Diagonalen bietet eine maximale Nutzfläche auf der Belagbühne und stört in keiner Weise.<br />
    Höhenverstellbare Fahrrollen (Ø 150 mm) gewährleisten durch das integrierte Spindelgewinde auch den Einsatz auf unebenem Gelände (stufenloser Verstellbereich: 220 - 335 mm).<br />
    Die Standfläche von über 1,5 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material.<br />
    Feldlängen: 2,00 m<br />
    Gerüstfeldbreite: 0,75 m<br />
    Material: Aluminium (die Traverse besteht aus Stahl)"
"Rollgerüst Breitaufbau, 8,4 m",Z1NE9X,1,"Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Bordbrettset 150cm Breite",ready,artikel,SLT Rental - Krefeld,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 1,50 m:<br />
Arbeitshöhe: 8,4 m<br />
Gerüsthöhe: 7,5 m<br />
Standhöhe: 6,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von über 3,00 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
"Rollgerüst breitaufbaut, 10,4 m",1VVWHI,1,"Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Bordbrettset 150cm Breite",ready,artikel,SLT Rental - Krefeld,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 1,50 m:<br />
Arbeitshöhe: 10,4 m<br />
Gerüsthöhe: 9,5 m<br />
Standhöhe: 8,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von über 3,00 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
"Rollgerüst breitaufbau, 11,4 m",J5A49M,1,"Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Bordbrettset 150cm Breite",ready,artikel,SLT Rental - Krefeld,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 1,50 m:<br />
Arbeitshöhe: 11,4 m<br />
Gerüsthöhe: 10,5 m<br />
Standhöhe: 9,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von über 3,00 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
"Rollgerüst breitaufbau, 9,4 m",X29968,1,"Krause Vertikalrahmen 1,00 x 1,50 m, Krause Vertikalrahmen 1,00 x 1,50 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Bordbrettset 150cm Breite",ready,artikel,SLT Rental - Krefeld,"KRAUSE Fahrgerüst mit einer Arbeitsfläche von 2,00 x 1,50 m:<br />
Arbeitshöhe: 9,4 m<br />
Gerüsthöhe: 8,5 m<br />
Standhöhe: 7,4 m<br />
Höhenverstellbare Fahrrollen Ø 150 mm (stufenloser Verstellbereich: 220 - 335 mm) <br />
<br />
Hier sorgt das komfortabel aufzubauende Verriegelungssytem für eine besonders hohe Stabilität.<br />
 TÜV-geprüft, Belastbarkeit 200 kg/m² (Gerüstgruppe 3) nach DIN EN 1004-1<br />
Durch die Befestigung des Geländerrahmens vor dem Einhängen der nächsthöheren Belagbühne ist der sichere Aufbau gewährleistet. Beim Durchsteigen der Belagbühne ist ein komplettes Geländer und damit eine Absturzsicherung vorhanden.<br />
Das selbstsichernde KRAUSE-Verriegelungssystem mit einer formschlüssigen Verbindung ermöglicht den einfachen, schnellen und sicheren Auf- und Abbau.<br />
Die Standfläche von über 3,00 m² bietet einen großen und sicheren Arbeitsplatz für Personal und Material."
Krause Auslegerstütze,5AEGBH,12,"Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, Krause Auslegerstütze, 8, Krause Auslegerstütze, 9, Krause Auslegerstütze, 10, Krause Auslegerstütze, 11, Krause Auslegerstütze, 12",ready,artikel,SLT Rental - Krefeld,Krause Rollgerüst Auslegerstütze zum absichern gegen umfallen des Gerüstes.
BN Krause Auslegerstütze,YXBLVG,2,"Krause Auslegerstütze, 1, Krause Auslegerstütze, 2",ready,artikel,SLT Rental - Bonn,Krause Rollgerüst Auslegerstütze zum absichern gegen umfallen des Gerüstes.
"Krause Diagonale Feldlänge 2,00 m",YE4GIK,4,"Krause Diagonale Feldlänge 2,00 m, 1, Krause Diagonale Feldlänge 2,00 m, 2, Krause Diagonale Feldlänge 2,00 m, 3, Krause Diagonale Feldlänge 2,00 m, 4",ready,artikel,SLT Rental - Krefeld,"Krause Rollgerüst Diagonale Feldlänge 2,00 m"
"BN Krause Diagonale Feldlänge 2,00 m",ZG9FCD,4,"Krause Diagonale Feldlänge 2,00 m, 1, Krause Diagonale Feldlänge 2,00 m, 2, Krause Diagonale Feldlänge 2,00 m, 3, Krause Diagonale Feldlänge 2,00 m, 4",ready,artikel,SLT Rental - Bonn,"Krause Rollgerüst Diagonale Feldlänge 2,00 m"
"Krause Belagbühne 2,00 m",N2KGOX,4,"Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m, Krause Belagbühne 2,00 m",ready,artikel,SLT Rental - Krefeld,"Belagbühne 2,00 m
Gewicht: 14 kg"
"BN Krause Belagbühne mit Durchstieg 2,00 m",H214RR,3,"Krause Belagbühne mit Durchstieg 2,00 m, 1, Krause Belagbühne mit Durchstieg 2,00 m, 2, Krause Belagbühne mit Durchstieg 2,00 m, 3",ready,artikel,SLT Rental - Bonn,"Belagbühne mit Durchstieg 2,00 m
Gewicht: 14 kg"
